"Orange",137700,137000,137100,137600,138000,138200,138400,138800,139400,139700,140000,140000,139900,140300,140900,141300,141900,143100,144200,145200,146300,147300,147800,151300,,,,156800,160400,161300,162200,162700,163800,164900,166500,168600,170100,171300,172300,172600,172800,173800,175900,178500,180400,182400,184400,186100,187900,190400,192300,193600,195300,197700,200200,202700,205400,208300,210900,213300,216100,218900,220900,223000,225400,227900,230300,232800,235300,238000,240500,242400,245000,248900,253000,256900,261400,266200,270700,275200,279500,283700,288100,292800,296800,300100,303300,307300,312400,318300,325100,332700,341000,349600,358100,367700,379400,392000,404500,415400,424400,431200,436100,439400,442100,444800,448100,452800,458500,464400,470200,476900,484200,491800,499300,506400,512300,517500,522400,526500,529100,530100,530000,528900,527000,525000,522800,520600,518400,516500,514700,512100,508200,504000,499500,494200,488300,482200,477100,472300,466100,459600,453100,443800,433000,422400,413500,406400,399700,393000,386700,380200,372200,362700,354100,347900,342500,338200,335900,334300,332600,331100,329700,327700,328000,329900,331200,332200,334600,335500,334200,332700,331600,329700,328300,328400,328600,327900,326000,322600,319200,317000,314000,310400,307600,305900,303800,302100,301300,301600,302100,302100,302200,303100,304500,306700,310400,314600,318000,321300,325400,330700,337600,346300,355500,364400,372300,378300,382900,388600,394500,399500,402100,403400,405200,408900,411700,413300,414500,415100,416000,417300,418000,419300,421500,423100,424600,427000,430000,433000,435300,437800,440500,442900,445000,446800,448200,450100,452300,453700,454300,455100,460800,468300,472100,473200,475900,478800,481700,484700,486900,488000,489000,490100

