area,date,price
"92610",2003-11,296100
"92610",2003-12,302900
"92610",2004-01,311000
"92610",2004-02,320600
"92610",2004-03,335800
"92610",2004-04,352700
"92610",2004-05,367500
"92610",2004-06,379700
"92610",2004-07,392200
"92610",2004-08,398800
"92610",2004-09,400000
"92610",2004-10,399000
"92610",2004-11,398000
"92610",2004-12,397800
"92610",2005-01,398000
"92610",2005-02,397800
"92610",2005-03,399100
"92610",2005-04,402500
"92610",2005-05,405000
"92610",2005-06,405100
"92610",2005-07,406000
"92610",2005-08,410400
"92610",2005-09,416900
"92610",2005-10,423000
"92610",2005-11,427200
"92610",2005-12,430100
"92610",2006-01,433700
"92610",2006-02,438100
"92610",2006-03,440500
"92610",2006-04,441800
"92610",2006-05,441100
"92610",2006-06,439500
"92610",2006-07,434200
"92610",2006-08,425400
"92610",2006-09,419900
"92610",2006-10,421700
"92610",2006-11,423700
"92610",2006-12,426000
"92610",2007-01,429300
"92610",2007-02,427500
"92610",2007-03,422100
"92610",2007-04,417500
"92610",2007-05,412000
"92610",2007-06,407800
"92610",2007-07,408800
"92610",2007-08,408900
"92610",2007-09,404500
"92610",2007-10,397600
"92610",2007-11,390700
"92610",2007-12,385300
"92610",2008-01,380400
"92610",2008-02,374200
"92610",2008-03,367700
"92610",2008-04,363100
"92610",2008-05,358900
"92610",2008-06,351500
"92610",2008-07,342500
"92610",2008-08,335200
"92610",2008-09,326300
"92610",2008-10,315100
"92610",2008-11,305800
"92610",2008-12,298300
"92610",2009-01,290600
"92610",2009-02,285300
"92610",2009-03,277900
"92610",2009-04,268900
"92610",2009-05,263400
"92610",2009-06,263500
"92610",2009-07,261500
"92610",2009-08,257500
"92610",2009-09,254600
"92610",2009-10,254300
"92610",2009-11,253800
"92610",2009-12,250500
"92610",2010-01,246200
"92610",2010-02,245700
"92610",2010-03,248300
"92610",2010-04,247400
"92610",2010-05,247500
"92610",2010-06,249100
"92610",2010-07,247600
"92610",2010-08,242900
"92610",2010-09,238100
"92610",2010-10,235500
"92610",2010-11,235200
"92610",2010-12,232900
"92610",2011-01,228600
"92610",2011-02,226300
"92610",2011-03,225600
"92610",2011-04,225200
"92610",2011-05,224700
"92610",2011-06,221600
"92610",2011-07,219500
"92610",2011-08,219700
"92610",2011-09,222200
"92610",2011-10,225100
"92610",2011-11,227300
"92610",2011-12,229300
"92610",2012-01,231300
"92610",2012-02,231200
"92610",2012-03,231600
"92610",2012-04,235000
"92610",2012-05,235900
"92610",2012-06,234500
"92610",2012-07,234000
"92610",2012-08,237400
"92610",2012-09,242900
"92610",2012-10,248300
"92610",2012-11,253500
"92610",2012-12,260500
"92610",2013-01,268400
"92610",2013-02,271300
"92610",2013-03,270700
"92610",2013-04,269900
"92610",2013-05,272100
"92610",2013-06,279600
"92610",2013-07,295100
"92610",2013-08,310700
"92610",2013-09,323100
"92610",2013-10,329400
"92610",2013-11,330500
"92610",2013-12,329200
"92610",2014-01,328300
"92610",2014-02,328800
"92610",2014-03,332500
"92610",2014-04,336200
"92610",2014-05,336100
"92610",2014-06,334500
"92610",2014-07,331900
"92610",2014-08,329000
"92610",2014-09,328600
"92610",2014-10,329600
"92610",2014-11,329100
"92610",2014-12,329600
"92610",2015-01,332700
"92610",2015-02,336900
"92610",2015-03,340600
"92610",2015-04,344500
"92610",2015-05,348200
"92610",2015-06,349700
"92610",2015-07,351400
"92610",2015-08,354900
"92610",2015-09,354600
"92610",2015-10,350500
"92610",2015-11,350600
"92610",2015-12,355100
"92610",2016-01,357900
"92610",2016-02,359300
"92610",2016-03,360400
"92610",2016-04,360400
"92610",2016-05,362000
"92610",2016-06,367900
"92610",2016-07,371100
"92610",2016-08,368900
"92610",2016-09,366100
"92610",2016-10,365000
"92610",2016-11,365500
"92610",2016-12,370000
"92610",2017-01,376900
"92610",2017-02,382400
"92610",2017-03,386100
"92610",2017-04,392400
"92610",2017-05,399700
"92610",2017-06,
"Orange",1996-04,137700
"Orange",1996-05,137000
"Orange",1996-06,137100
"Orange",1996-07,137600
"Orange",1996-08,138000
"Orange",1996-09,138200
"Orange",1996-10,138400
"Orange",1996-11,138800
"Orange",1996-12,139400
"Orange",1997-01,139700
"Orange",1997-02,140000
"Orange",1997-03,140000
"Orange",1997-04,139900
"Orange",1997-05,140300
"Orange",1997-06,140900
"Orange",1997-07,141300
"Orange",1997-08,141900
"Orange",1997-09,143100
"Orange",1997-10,144200
"Orange",1997-11,145200
"Orange",1997-12,146300
"Orange",1998-01,147300
"Orange",1998-02,147800
"Orange",1998-03,151300
"Orange",1998-04,
"Orange",1998-05,
"Orange",1998-06,
"Orange",1998-07,156800
"Orange",1998-08,160400
"Orange",1998-09,161300
"Orange",1998-10,162200
"Orange",1998-11,162700
"Orange",1998-12,163800
"Orange",1999-01,164900
"Orange",1999-02,166500
"Orange",1999-03,168600
"Orange",1999-04,170100
"Orange",1999-05,171300
"Orange",1999-06,172300
"Orange",1999-07,172600
"Orange",1999-08,172800
"Orange",1999-09,173800
"Orange",1999-10,175900
"Orange",1999-11,178500
"Orange",1999-12,180400
"Orange",2000-01,182400
"Orange",2000-02,184400
"Orange",2000-03,186100
"Orange",2000-04,187900
"Orange",2000-05,190400
"Orange",2000-06,192300
"Orange",2000-07,193600
"Orange",2000-08,195300
"Orange",2000-09,197700
"Orange",2000-10,200200
"Orange",2000-11,202700
"Orange",2000-12,205400
"Orange",2001-01,208300
"Orange",2001-02,210900
"Orange",2001-03,213300
"Orange",2001-04,216100
"Orange",2001-05,218900
"Orange",2001-06,220900
"Orange",2001-07,223000
"Orange",2001-08,225400
"Orange",2001-09,227900
"Orange",2001-10,230300
"Orange",2001-11,232800
"Orange",2001-12,235300
"Orange",2002-01,238000
"Orange",2002-02,240500
"Orange",2002-03,242400
"Orange",2002-04,245000
"Orange",2002-05,248900
"Orange",2002-06,253000
"Orange",2002-07,256900
"Orange",2002-08,261400
"Orange",2002-09,266200
"Orange",2002-10,270700
"Orange",2002-11,275200
"Orange",2002-12,279500
"Orange",2003-01,283700
"Orange",2003-02,288100
"Orange",2003-03,292800
"Orange",2003-04,296800
"Orange",2003-05,300100
"Orange",2003-06,303300
"Orange",2003-07,307300
"Orange",2003-08,312400
"Orange",2003-09,318300
"Orange",2003-10,325100
"Orange",2003-11,332700
"Orange",2003-12,341000
"Orange",2004-01,349600
"Orange",2004-02,358100
"Orange",2004-03,367700
"Orange",2004-04,379400
"Orange",2004-05,392000
"Orange",2004-06,404500
"Orange",2004-07,415400
"Orange",2004-08,424400
"Orange",2004-09,431200
"Orange",2004-10,436100
"Orange",2004-11,439400
"Orange",2004-12,442100
"Orange",2005-01,444800
"Orange",2005-02,448100
"Orange",2005-03,452800
"Orange",2005-04,458500
"Orange",2005-05,464400
"Orange",2005-06,470200
"Orange",2005-07,476900
"Orange",2005-08,484200
"Orange",2005-09,491800
"Orange",2005-10,499300
"Orange",2005-11,506400
"Orange",2005-12,512300
"Orange",2006-01,517500
"Orange",2006-02,522400
"Orange",2006-03,526500
"Orange",2006-04,529100
"Orange",2006-05,530100
"Orange",2006-06,530000
"Orange",2006-07,528900
"Orange",2006-08,527000
"Orange",2006-09,525000
"Orange",2006-10,522800
"Orange",2006-11,520600
"Orange",2006-12,518400
"Orange",2007-01,516500
"Orange",2007-02,514700
"Orange",2007-03,512100
"Orange",2007-04,508200
"Orange",2007-05,504000
"Orange",2007-06,499500
"Orange",2007-07,494200
"Orange",2007-08,488300
"Orange",2007-09,482200
"Orange",2007-10,477100
"Orange",2007-11,472300
"Orange",2007-12,466100
"Orange",2008-01,459600
"Orange",2008-02,453100
"Orange",2008-03,443800
"Orange",2008-04,433000
"Orange",2008-05,422400
"Orange",2008-06,413500
"Orange",2008-07,406400
"Orange",2008-08,399700
"Orange",2008-09,393000
"Orange",2008-10,386700
"Orange",2008-11,380200
"Orange",2008-12,372200
"Orange",2009-01,362700
"Orange",2009-02,354100
"Orange",2009-03,347900
"Orange",2009-04,342500
"Orange",2009-05,338200
"Orange",2009-06,335900
"Orange",2009-07,334300
"Orange",2009-08,332600
"Orange",2009-09,331100
"Orange",2009-10,329700
"Orange",2009-11,327700
"Orange",2009-12,328000
"Orange",2010-01,329900
"Orange",2010-02,331200
"Orange",2010-03,332200
"Orange",2010-04,334600
"Orange",2010-05,335500
"Orange",2010-06,334200
"Orange",2010-07,332700
"Orange",2010-08,331600
"Orange",2010-09,329700
"Orange",2010-10,328300
"Orange",2010-11,328400
"Orange",2010-12,328600
"Orange",2011-01,327900
"Orange",2011-02,326000
"Orange",2011-03,322600
"Orange",2011-04,319200
"Orange",2011-05,317000
"Orange",2011-06,314000
"Orange",2011-07,310400
"Orange",2011-08,307600
"Orange",2011-09,305900
"Orange",2011-10,303800
"Orange",2011-11,302100
"Orange",2011-12,301300
"Orange",2012-01,301600
"Orange",2012-02,302100
"Orange",2012-03,302100
"Orange",2012-04,302200
"Orange",2012-05,303100
"Orange",2012-06,304500
"Orange",2012-07,306700
"Orange",2012-08,310400
"Orange",2012-09,314600
"Orange",2012-10,318000
"Orange",2012-11,321300
"Orange",2012-12,325400
"Orange",2013-01,330700
"Orange",2013-02,337600
"Orange",2013-03,346300
"Orange",2013-04,355500
"Orange",2013-05,364400
"Orange",2013-06,372300
"Orange",2013-07,378300
"Orange",2013-08,382900
"Orange",2013-09,388600
"Orange",2013-10,394500
"Orange",2013-11,399500
"Orange",2013-12,402100
"Orange",2014-01,403400
"Orange",2014-02,405200
"Orange",2014-03,408900
"Orange",2014-04,411700
"Orange",2014-05,413300
"Orange",2014-06,414500
"Orange",2014-07,415100
"Orange",2014-08,416000
"Orange",2014-09,417300
"Orange",2014-10,418000
"Orange",2014-11,419300
"Orange",2014-12,421500
"Orange",2015-01,423100
"Orange",2015-02,424600
"Orange",2015-03,427000
"Orange",2015-04,430000
"Orange",2015-05,433000
"Orange",2015-06,435300
"Orange",2015-07,437800
"Orange",2015-08,440500
"Orange",2015-09,442900
"Orange",2015-10,445000
"Orange",2015-11,446800
"Orange",2015-12,448200
"Orange",2016-01,450100
"Orange",2016-02,452300
"Orange",2016-03,453700
"Orange",2016-04,454300
"Orange",2016-05,455100
"Orange",2016-06,460800
"Orange",2016-07,468300
"Orange",2016-08,472100
"Orange",2016-09,473200
"Orange",2016-10,475900
"Orange",2016-11,478800
"Orange",2016-12,481700
"Orange",2017-01,484700
"Orange",2017-02,486900
"Orange",2017-03,488000
"Orange",2017-04,489000
"Orange",2017-05,490100
"Orange",2017-06,
"Los Angeles-Long Beach-Anaheim",1996-04,133300
"Los Angeles-Long Beach-Anaheim",1996-05,133200
"Los Angeles-Long Beach-Anaheim",1996-06,132800
"Los Angeles-Long Beach-Anaheim",1996-07,132100
"Los Angeles-Long Beach-Anaheim",1996-08,131700
"Los Angeles-Long Beach-Anaheim",1996-09,131800
"Los Angeles-Long Beach-Anaheim",1996-10,131700
"Los Angeles-Long Beach-Anaheim",1996-11,131700
"Los Angeles-Long Beach-Anaheim",1996-12,132100
"Los Angeles-Long Beach-Anaheim",1997-01,132800
"Los Angeles-Long Beach-Anaheim",1997-02,133400
"Los Angeles-Long Beach-Anaheim",1997-03,134000
"Los Angeles-Long Beach-Anaheim",1997-04,134500
"Los Angeles-Long Beach-Anaheim",1997-05,134700
"Los Angeles-Long Beach-Anaheim",1997-06,134600
"Los Angeles-Long Beach-Anaheim",1997-07,134600
"Los Angeles-Long Beach-Anaheim",1997-08,134800
"Los Angeles-Long Beach-Anaheim",1997-09,135300
"Los Angeles-Long Beach-Anaheim",1997-10,136100
"Los Angeles-Long Beach-Anaheim",1997-11,136700
"Los Angeles-Long Beach-Anaheim",1997-12,137300
"Los Angeles-Long Beach-Anaheim",1998-01,138400
"Los Angeles-Long Beach-Anaheim",1998-02,140000
"Los Angeles-Long Beach-Anaheim",1998-03,140500
"Los Angeles-Long Beach-Anaheim",1998-04,140100
"Los Angeles-Long Beach-Anaheim",1998-05,140100
"Los Angeles-Long Beach-Anaheim",1998-06,141900
"Los Angeles-Long Beach-Anaheim",1998-07,144300
"Los Angeles-Long Beach-Anaheim",1998-08,145800
"Los Angeles-Long Beach-Anaheim",1998-09,146600
"Los Angeles-Long Beach-Anaheim",1998-10,148100
"Los Angeles-Long Beach-Anaheim",1998-11,149400
"Los Angeles-Long Beach-Anaheim",1998-12,150400
"Los Angeles-Long Beach-Anaheim",1999-01,151200
"Los Angeles-Long Beach-Anaheim",1999-02,151900
"Los Angeles-Long Beach-Anaheim",1999-03,152900
"Los Angeles-Long Beach-Anaheim",1999-04,153900
"Los Angeles-Long Beach-Anaheim",1999-05,154700
"Los Angeles-Long Beach-Anaheim",1999-06,155200
"Los Angeles-Long Beach-Anaheim",1999-07,155900
"Los Angeles-Long Beach-Anaheim",1999-08,156700
"Los Angeles-Long Beach-Anaheim",1999-09,157800
"Los Angeles-Long Beach-Anaheim",1999-10,159100
"Los Angeles-Long Beach-Anaheim",1999-11,160700
"Los Angeles-Long Beach-Anaheim",1999-12,162200
"Los Angeles-Long Beach-Anaheim",2000-01,164000
"Los Angeles-Long Beach-Anaheim",2000-02,165800
"Los Angeles-Long Beach-Anaheim",2000-03,167700
"Los Angeles-Long Beach-Anaheim",2000-04,169500
"Los Angeles-Long Beach-Anaheim",2000-05,171100
"Los Angeles-Long Beach-Anaheim",2000-06,172200
"Los Angeles-Long Beach-Anaheim",2000-07,173500
"Los Angeles-Long Beach-Anaheim",2000-08,174900
"Los Angeles-Long Beach-Anaheim",2000-09,176200
"Los Angeles-Long Beach-Anaheim",2000-10,177600
"Los Angeles-Long Beach-Anaheim",2000-11,179500
"Los Angeles-Long Beach-Anaheim",2000-12,181500
"Los Angeles-Long Beach-Anaheim",2001-01,183700
"Los Angeles-Long Beach-Anaheim",2001-02,186100
"Los Angeles-Long Beach-Anaheim",2001-03,188400
"Los Angeles-Long Beach-Anaheim",2001-04,190400
"Los Angeles-Long Beach-Anaheim",2001-05,192500
"Los Angeles-Long Beach-Anaheim",2001-06,194400
"Los Angeles-Long Beach-Anaheim",2001-07,196000
"Los Angeles-Long Beach-Anaheim",2001-08,197700
"Los Angeles-Long Beach-Anaheim",2001-09,199500
"Los Angeles-Long Beach-Anaheim",2001-10,201700
"Los Angeles-Long Beach-Anaheim",2001-11,204100
"Los Angeles-Long Beach-Anaheim",2001-12,206600
"Los Angeles-Long Beach-Anaheim",2002-01,209300
"Los Angeles-Long Beach-Anaheim",2002-02,211900
"Los Angeles-Long Beach-Anaheim",2002-03,214300
"Los Angeles-Long Beach-Anaheim",2002-04,217000
"Los Angeles-Long Beach-Anaheim",2002-05,220400
"Los Angeles-Long Beach-Anaheim",2002-06,224000
"Los Angeles-Long Beach-Anaheim",2002-07,227900
"Los Angeles-Long Beach-Anaheim",2002-08,231900
"Los Angeles-Long Beach-Anaheim",2002-09,236200
"Los Angeles-Long Beach-Anaheim",2002-10,240200
"Los Angeles-Long Beach-Anaheim",2002-11,244000
"Los Angeles-Long Beach-Anaheim",2002-12,248400
"Los Angeles-Long Beach-Anaheim",2003-01,252800
"Los Angeles-Long Beach-Anaheim",2003-02,257100
"Los Angeles-Long Beach-Anaheim",2003-03,261300
"Los Angeles-Long Beach-Anaheim",2003-04,265500
"Los Angeles-Long Beach-Anaheim",2003-05,269400
"Los Angeles-Long Beach-Anaheim",2003-06,273200
"Los Angeles-Long Beach-Anaheim",2003-07,277700
"Los Angeles-Long Beach-Anaheim",2003-08,283200
"Los Angeles-Long Beach-Anaheim",2003-09,288900
"Los Angeles-Long Beach-Anaheim",2003-10,294500
"Los Angeles-Long Beach-Anaheim",2003-11,300600
"Los Angeles-Long Beach-Anaheim",2003-12,306800
"Los Angeles-Long Beach-Anaheim",2004-01,313000
"Los Angeles-Long Beach-Anaheim",2004-02,320000
"Los Angeles-Long Beach-Anaheim",2004-03,328300
"Los Angeles-Long Beach-Anaheim",2004-04,337800
"Los Angeles-Long Beach-Anaheim",2004-05,348400
"Los Angeles-Long Beach-Anaheim",2004-06,359500
"Los Angeles-Long Beach-Anaheim",2004-07,369400
"Los Angeles-Long Beach-Anaheim",2004-08,377300
"Los Angeles-Long Beach-Anaheim",2004-09,383300
"Los Angeles-Long Beach-Anaheim",2004-10,387900
"Los Angeles-Long Beach-Anaheim",2004-11,391800
"Los Angeles-Long Beach-Anaheim",2004-12,395600
"Los Angeles-Long Beach-Anaheim",2005-01,399900
"Los Angeles-Long Beach-Anaheim",2005-02,404900
"Los Angeles-Long Beach-Anaheim",2005-03,410400
"Los Angeles-Long Beach-Anaheim",2005-04,416700
"Los Angeles-Long Beach-Anaheim",2005-05,423400
"Los Angeles-Long Beach-Anaheim",2005-06,429900
"Los Angeles-Long Beach-Anaheim",2005-07,436800
"Los Angeles-Long Beach-Anaheim",2005-08,444600
"Los Angeles-Long Beach-Anaheim",2005-09,452700
"Los Angeles-Long Beach-Anaheim",2005-10,460300
"Los Angeles-Long Beach-Anaheim",2005-11,467400
"Los Angeles-Long Beach-Anaheim",2005-12,473100
"Los Angeles-Long Beach-Anaheim",2006-01,476700
"Los Angeles-Long Beach-Anaheim",2006-02,479200
"Los Angeles-Long Beach-Anaheim",2006-03,482000
"Los Angeles-Long Beach-Anaheim",2006-04,484300
"Los Angeles-Long Beach-Anaheim",2006-05,486000
"Los Angeles-Long Beach-Anaheim",2006-06,487500
"Los Angeles-Long Beach-Anaheim",2006-07,488500
"Los Angeles-Long Beach-Anaheim",2006-08,488700
"Los Angeles-Long Beach-Anaheim",2006-09,488600
"Los Angeles-Long Beach-Anaheim",2006-10,488200
"Los Angeles-Long Beach-Anaheim",2006-11,487800
"Los Angeles-Long Beach-Anaheim",2006-12,486500
"Los Angeles-Long Beach-Anaheim",2007-01,485000
"Los Angeles-Long Beach-Anaheim",2007-02,484400
"Los Angeles-Long Beach-Anaheim",2007-03,484200
"Los Angeles-Long Beach-Anaheim",2007-04,483000
"Los Angeles-Long Beach-Anaheim",2007-05,481000
"Los Angeles-Long Beach-Anaheim",2007-06,477900
"Los Angeles-Long Beach-Anaheim",2007-07,474700
"Los Angeles-Long Beach-Anaheim",2007-08,471100
"Los Angeles-Long Beach-Anaheim",2007-09,467100
"Los Angeles-Long Beach-Anaheim",2007-10,463400
"Los Angeles-Long Beach-Anaheim",2007-11,459000
"Los Angeles-Long Beach-Anaheim",2007-12,452000
"Los Angeles-Long Beach-Anaheim",2008-01,443700
"Los Angeles-Long Beach-Anaheim",2008-02,435600
"Los Angeles-Long Beach-Anaheim",2008-03,426900
"Los Angeles-Long Beach-Anaheim",2008-04,416800
"Los Angeles-Long Beach-Anaheim",2008-05,406500
"Los Angeles-Long Beach-Anaheim",2008-06,396800
"Los Angeles-Long Beach-Anaheim",2008-07,387500
"Los Angeles-Long Beach-Anaheim",2008-08,378900
"Los Angeles-Long Beach-Anaheim",2008-09,371800
"Los Angeles-Long Beach-Anaheim",2008-10,365600
"Los Angeles-Long Beach-Anaheim",2008-11,359800
"Los Angeles-Long Beach-Anaheim",2008-12,353000
"Los Angeles-Long Beach-Anaheim",2009-01,346100
"Los Angeles-Long Beach-Anaheim",2009-02,340400
"Los Angeles-Long Beach-Anaheim",2009-03,335900
"Los Angeles-Long Beach-Anaheim",2009-04,331400
"Los Angeles-Long Beach-Anaheim",2009-05,327200
"Los Angeles-Long Beach-Anaheim",2009-06,323700
"Los Angeles-Long Beach-Anaheim",2009-07,321100
"Los Angeles-Long Beach-Anaheim",2009-08,319400
"Los Angeles-Long Beach-Anaheim",2009-09,318300
"Los Angeles-Long Beach-Anaheim",2009-10,317800
"Los Angeles-Long Beach-Anaheim",2009-11,316500
"Los Angeles-Long Beach-Anaheim",2009-12,320400
"Los Angeles-Long Beach-Anaheim",2010-01,328100
"Los Angeles-Long Beach-Anaheim",2010-02,332300
"Los Angeles-Long Beach-Anaheim",2010-03,331500
"Los Angeles-Long Beach-Anaheim",2010-04,331800
"Los Angeles-Long Beach-Anaheim",2010-05,331600
"Los Angeles-Long Beach-Anaheim",2010-06,330700
"Los Angeles-Long Beach-Anaheim",2010-07,329300
"Los Angeles-Long Beach-Anaheim",2010-08,327700
"Los Angeles-Long Beach-Anaheim",2010-09,325600
"Los Angeles-Long Beach-Anaheim",2010-10,323600
"Los Angeles-Long Beach-Anaheim",2010-11,322700
"Los Angeles-Long Beach-Anaheim",2010-12,322000
"Los Angeles-Long Beach-Anaheim",2011-01,320300
"Los Angeles-Long Beach-Anaheim",2011-02,318000
"Los Angeles-Long Beach-Anaheim",2011-03,315600
"Los Angeles-Long Beach-Anaheim",2011-04,312700
"Los Angeles-Long Beach-Anaheim",2011-05,310400
"Los Angeles-Long Beach-Anaheim",2011-06,308400
"Los Angeles-Long Beach-Anaheim",2011-07,306400
"Los Angeles-Long Beach-Anaheim",2011-08,304300
"Los Angeles-Long Beach-Anaheim",2011-09,302600
"Los Angeles-Long Beach-Anaheim",2011-10,301100
"Los Angeles-Long Beach-Anaheim",2011-11,299900
"Los Angeles-Long Beach-Anaheim",2011-12,298200
"Los Angeles-Long Beach-Anaheim",2012-01,296400
"Los Angeles-Long Beach-Anaheim",2012-02,295600
"Los Angeles-Long Beach-Anaheim",2012-03,296000
"Los Angeles-Long Beach-Anaheim",2012-04,297500
"Los Angeles-Long Beach-Anaheim",2012-05,299700
"Los Angeles-Long Beach-Anaheim",2012-06,302100
"Los Angeles-Long Beach-Anaheim",2012-07,305000
"Los Angeles-Long Beach-Anaheim",2012-08,307900
"Los Angeles-Long Beach-Anaheim",2012-09,310100
"Los Angeles-Long Beach-Anaheim",2012-10,312000
"Los Angeles-Long Beach-Anaheim",2012-11,314900
"Los Angeles-Long Beach-Anaheim",2012-12,318400
"Los Angeles-Long Beach-Anaheim",2013-01,321900
"Los Angeles-Long Beach-Anaheim",2013-02,326600
"Los Angeles-Long Beach-Anaheim",2013-03,333800
"Los Angeles-Long Beach-Anaheim",2013-04,341900
"Los Angeles-Long Beach-Anaheim",2013-05,350300
"Los Angeles-Long Beach-Anaheim",2013-06,358700
"Los Angeles-Long Beach-Anaheim",2013-07,365800
"Los Angeles-Long Beach-Anaheim",2013-08,372000
"Los Angeles-Long Beach-Anaheim",2013-09,377800
"Los Angeles-Long Beach-Anaheim",2013-10,382600
"Los Angeles-Long Beach-Anaheim",2013-11,386000
"Los Angeles-Long Beach-Anaheim",2013-12,388000
"Los Angeles-Long Beach-Anaheim",2014-01,389500
"Los Angeles-Long Beach-Anaheim",2014-02,391500
"Los Angeles-Long Beach-Anaheim",2014-03,394000
"Los Angeles-Long Beach-Anaheim",2014-04,396200
"Los Angeles-Long Beach-Anaheim",2014-05,397800
"Los Angeles-Long Beach-Anaheim",2014-06,399300
"Los Angeles-Long Beach-Anaheim",2014-07,401200
"Los Angeles-Long Beach-Anaheim",2014-08,403300
"Los Angeles-Long Beach-Anaheim",2014-09,405100
"Los Angeles-Long Beach-Anaheim",2014-10,406800
"Los Angeles-Long Beach-Anaheim",2014-11,408300
"Los Angeles-Long Beach-Anaheim",2014-12,409600
"Los Angeles-Long Beach-Anaheim",2015-01,411200
"Los Angeles-Long Beach-Anaheim",2015-02,414200
"Los Angeles-Long Beach-Anaheim",2015-03,417300
"Los Angeles-Long Beach-Anaheim",2015-04,419900
"Los Angeles-Long Beach-Anaheim",2015-05,421900
"Los Angeles-Long Beach-Anaheim",2015-06,424100
"Los Angeles-Long Beach-Anaheim",2015-07,426700
"Los Angeles-Long Beach-Anaheim",2015-08,429500
"Los Angeles-Long Beach-Anaheim",2015-09,432300
"Los Angeles-Long Beach-Anaheim",2015-10,435600
"Los Angeles-Long Beach-Anaheim",2015-11,439000
"Los Angeles-Long Beach-Anaheim",2015-12,441700
"Los Angeles-Long Beach-Anaheim",2016-01,444000
"Los Angeles-Long Beach-Anaheim",2016-02,446600
"Los Angeles-Long Beach-Anaheim",2016-03,449300
"Los Angeles-Long Beach-Anaheim",2016-04,451700
"Los Angeles-Long Beach-Anaheim",2016-05,453700
"Los Angeles-Long Beach-Anaheim",2016-06,456500
"Los Angeles-Long Beach-Anaheim",2016-07,460000
"Los Angeles-Long Beach-Anaheim",2016-08,463400
"Los Angeles-Long Beach-Anaheim",2016-09,466300
"Los Angeles-Long Beach-Anaheim",2016-10,469800
"Los Angeles-Long Beach-Anaheim",2016-11,473600
"Los Angeles-Long Beach-Anaheim",2016-12,476500
"Los Angeles-Long Beach-Anaheim",2017-01,478100
"Los Angeles-Long Beach-Anaheim",2017-02,480500
"Los Angeles-Long Beach-Anaheim",2017-03,484300
"Los Angeles-Long Beach-Anaheim",2017-04,487900
"Los Angeles-Long Beach-Anaheim",2017-05,491000
"Los Angeles-Long Beach-Anaheim",2017-06,493400
"United States",1996-04,77700
"United States",1996-05,77700
"United States",1996-06,77700
"United States",1996-07,77600
"United States",1996-08,77600
"United States",1996-09,77500
"United States",1996-10,77600
"United States",1996-11,77800
"United States",1996-12,77700
"United States",1997-01,77800
"United States",1997-02,78300
"United States",1997-03,78700
"United States",1997-04,78900
"United States",1997-05,79400
"United States",1997-06,79600
"United States",1997-07,79800
"United States",1997-08,80100
"United States",1997-09,80400
"United States",1997-10,80600
"United States",1997-11,81000
"United States",1997-12,81500
"United States",1998-01,81900
"United States",1998-02,82400
"United States",1998-03,82700
"United States",1998-04,82600
"United States",1998-05,82300
"United States",1998-06,82700
"United States",1998-07,83400
"United States",1998-08,83800
"United States",1998-09,84100
"United States",1998-10,84600
"United States",1998-11,84900
"United States",1998-12,85200
"United States",1999-01,85500
"United States",1999-02,85900
"United States",1999-03,86300
"United States",1999-04,86900
"United States",1999-05,87400
"United States",1999-06,87800
"United States",1999-07,88200
