"RegionName","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05"
"Lake Forest","CA","Los Angeles-Long Beach-Anaheim","Orange",409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.335793357934,297.701149425287,297.701149425287,297.805642633229,309.362585771036,312.982225656878,323.593390698019,317.918111753372,322.398190045249,318.423082804496,313.37513061651,318.755256518082,324.879376524609,321.153846153846,320.612765930852,325.657613159204,326.617615809605,328.438948995363,332.541567695962,337.796907096255,333.463107156099,341.551246537396,337.034099920698,349.06914893617,337.034099920698,345.038826574633,351.922483663797,350.253807106599,357.034632034632,362.903225806452,362.903225806452,368.911439114391,367.827868852459,361.373165618449,357.918867924528,360.504201680672,359.663865546219,352.899159663866,377.064220183486,386.708661106839,387.991609858416,391.666533900813
