"RegionID","RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05"
1286,"Orange","CA","Los Angeles-Long Beach-Anaheim","06","059",5,137700,137000,137100,137600,138000,138200,138400,138800,139400,139700,140000,140000,139900,140300,140900,141300,141900,143100,144200,145200,146300,147300,147800,151300,,,,156800,160400,161300,162200,162700,163800,164900,166500,168600,170100,171300,172300,172600,172800,173800,175900,178500,180400,182400,184400,186100,187900,190400,192300,193600,195300,197700,200200,202700,205400,208300,210900,213300,216100,218900,220900,223000,225400,227900,230300,232800,235300,238000,240500,242400,245000,248900,253000,256900,261400,266200,270700,275200,279500,283700,288100,292800,296800,300100,303300,307300,312400,318300,325100,332700,341000,349600,358100,367700,379400,392000,404500,415400,424400,431200,436100,439400,442100,444800,448100,452800,458500,464400,470200,476900,484200,491800,499300,506400,512300,517500,522400,526500,529100,530100,530000,528900,527000,525000,522800,520600,518400,516500,514700,512100,508200,504000,499500,494200,488300,482200,477100,472300,466100,459600,453100,443800,433000,422400,413500,406400,399700,393000,386700,380200,372200,362700,354100,347900,342500,338200,335900,334300,332600,331100,329700,327700,328000,329900,331200,332200,334600,335500,334200,332700,331600,329700,328300,328400,328600,327900,326000,322600,319200,317000,314000,310400,307600,305900,303800,302100,301300,301600,302100,302100,302200,303100,304500,306700,310400,314600,318000,321300,325400,330700,337600,346300,355500,364400,372300,378300,382900,388600,394500,399500,402100,403400,405200,408900,411700,413300,414500,415100,416000,417300,418000,419300,421500,423100,424600,427000,430000,433000,435300,437800,440500,442900,445000,446800,448200,450100,452300,453700,454300,455100,460800,468300,472100,473200,475900,478800,481700,484700,486900,488000,489000,490100

