"RegionID","RegionName","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06"
102001,"United States",0,77700,77700,77700,77600,77600,77500,77600,77800,77700,77800,78300,78700,78900,79400,79600,79800,80100,80400,80600,81000,81500,81900,82400,82700,82600,82300,82700,83400,83800,84100,84600,84900,85200,85500,85900,86300,86900,87400,87800,88200,88600,89000,89300,89600,90100,90800,91300,91900,92500,93200,93900,94400,94900,95500,96100,96600,97400,98100,98700,99400,100200,100900,101600,102200,102900,103500,104100,104600,105300,106300,107100,107700,108200,108800,109400,110100,110800,111800,112800,113700,114600,115400,116200,116900,117800,118900,119800,120600,121500,122400,123200,124100,125000,125800,126900,128200,129400,130600,131800,133200,134800,136200,137500,139200,140900,142100,143500,145300,147000,148400,150300,152400,154200,155900,157400,158900,160300,161500,162500,163600,164600,165400,166000,166200,166400,166700,167000,167000,166800,166600,166500,166500,166500,166400,166100,165400,164500,163600,162700,161600,160100,158900,157600,155600,153600,152100,150500,148800,147300,145900,144500,143200,141900,140500,139200,138000,136500,135000,133500,132300,131300,130500,129800,129000,128700,128700,128300,127500,127100,126700,126200,125500,124700,123900,123100,122300,121600,120800,120100,119500,118700,117900,117400,116900,116400,115800,115200,114800,114600,114300,114200,114200,114400,114500,114700,115000,115600,116000,116300,116700,117100,117700,118300,119000,119800,120600,121300,122200,123000,123800,124600,125200,125500,126000,126600,127200,127600,128000,128700,129400,130000,130600,131100,131600,132000,132500,133000,133700,134700,135700,136600,137300,138200,139200,139900,140600,141200,141800,142300,143100,143700,144500,145500,146700,147800,148800,149900,151100,152200,153000,153600,154300,155200,156400,157300
