"RegionID","RegionName","City","State","Metro","CountyName","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05"
96946,"92610","Lake Forest","CA","Los Angeles-Long Beach-Anaheim","Orange",6354,115600,116200,116900,117600,119400,122200,124400,125100,124700,124500,123900,122200,120600,120700,122200,123200,123400,123800,125100,126200,127200,128500,129400,131500,,,,135700,138500,138500,139300,141600,143800,144400,143600,143500,144500,146700,149900,151800,151600,151600,153600,155700,157200,159300,163600,167000,169300,172000,174800,176000,177400,180000,182200,183400,185400,187800,189700,191800,195000,198600,203200,207600,211100,215300,220600,224500,226300,227300,227700,226200,224500,224800,225100,226300,232300,237700,239100,241200,245500,249900,254900,259600,262900,265600,268000,270500,274900,281900,289000,296100,302900,311000,320600,335800,352700,367500,379700,392200,398800,400000,399000,398000,397800,398000,397800,399100,402500,405000,405100,406000,410400,416900,423000,427200,430100,433700,438100,440500,441800,441100,439500,434200,425400,419900,421700,423700,426000,429300,427500,422100,417500,412000,407800,408800,408900,404500,397600,390700,385300,380400,374200,367700,363100,358900,351500,342500,335200,326300,315100,305800,298300,290600,285300,277900,268900,263400,263500,261500,257500,254600,254300,253800,250500,246200,245700,248300,247400,247500,249100,247600,242900,238100,235500,235200,232900,228600,226300,225600,225200,224700,221600,219500,219700,222200,225100,227300,229300,231300,231200,231600,235000,235900,234500,234000,237400,242900,248300,253500,260500,268400,271300,270700,269900,272100,279600,295100,310700,323100,329400,330500,329200,328300,328800,332500,336200,336100,334500,331900,329000,328600,329600,329100,329600,332700,336900,340600,344500,348200,349700,351400,354900,354600,350500,350600,355100,357900,359300,360400,360400,362000,367900,371100,368900,366100,365000,365500,370000,376900,382400,386100,392400,399700

